topic_EN,topic_ES,argument_ES,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,No es recomendable legalizar el uso de esta hierba debido a experiencias vividas en paises como por ejemplo Estado Unidos quien en la decada de 1930 penalizo el traslado de esta sustancia pero no su consumo.,0,0.840687098,10,2,8,0,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,No existen pruebas objetivas de la existencia real del Holocausto en una guerra existen muertes de lado y lado y a eso no se le debe llamar holocausto,-1,1,10,10,0,0,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"No hay que ofensa alguna al negar los hechos del holocausto, la historia está escrita y cada quién decide como juzgarla",-1,1,20,19,0,1,0.88520846,10,1,9
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"No hay suficientes pruebas tangibles que demuestren un holocausto, solo hay tesminonios y relatos de personas.",0,0.502722158,10,7,3,0,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"No negar este hecho no debería ser ningún delito penal, las personas tienen el derecho de expresar lo que opinan, convertir esto en un delito penal, es una falta de libertad.",-1,1,10,10,0,0,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"No por negar un acontecimiento de un pueblo en particular, debe ser uno estigmatizado!",-1,0.787213438,10,8,0,2,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,No se puede negar la evidencia de la historia,1,0.51706251,10,0,3,7,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"No tengo ningun tipo de argumento para apoyar tales crimenes todos somos seres humanos y debemos respetar el origen nacional o etnico, raza o religion.",1,0.814550226,10,1,2,7,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"No, la muerte de personas nunca debe estar justificado puedes tener motivos pero nunca será suficiente para que seas el que elige si vive o no una persona. El odio lleva al odio.",-1,0.836469427,10,6,1,3,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"People can think whatever it want, you can not be a Criminal just for think that holocaust was not real",-1,0.662420521,10,8,2,0,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,Por una parte es comprensible que deba ser un delito penal ya que si no aprendemos de nuestra historia estaríamos condenados a repetirla,1,0.839310074,10,1,0,9,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,Pues no hay que ocultar la verdad de ningun tema.  Asi sabremos quienes y como eran nuestros pasados,1,1,10,0,2,8,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Que irresponsabes e insensatos pueden  algunas persona al decir que el holocausto no es parte de crimenes internacionales, una matanza desmedida inescrupulosa por parte de un genocida.",1,1,20,0,1,19,0.905423963,11,1,10
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Que sea delito? Cada uno es libre de opinar y hasta negar lo que quiera, ¿Esto quiere decir que en Italia nadie podrá decir ""yo no creo en eso del holocausto judío""? Me parece extremo, casi dictatorial.",-1,0.840487312,10,9,0,1,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Quien piense que el Holocausto nunca existió, es un delincuente",1,1,20,0,0,20,0.078279514,11,10,1
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,Recordar esos momentos dolorosos del holocausto debería ser ya una página de un libro que no queremos abrir.,-1,0.608115097,20,11,3,6,0.114701551,11,10,1
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Se debe recordar la tragedia, tanto para honrar a los fallecidos, como para no ignorar la historia detrás de una gran catástrofe mundial y genocida.",1,0.779856746,10,1,3,6,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Se debe tener derecho a creer que tal hecho no ocurrió, pues si no se cree en las evidencias y argumentos que lo avalan no se puede dar fe de su existencia y eso no es un delito.",-1,1,10,9,0,1,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Se debería de poner tras las rejas a las personas que apoyen el holocausto, ya que, la principal causa del holocausto fue la adversario racial que tenían los nazis hacia los judíos en ese momento",1,0.866521458,10,1,0,9,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,Sería una falta de respeto para todos los que sufrieron esa masacre,1,0.675571164,10,0,2,8,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Si claro sin lugar a dudas, una de las páginas más oscura de la historia",1,1,10,0,0,10,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Si la negación de este hecho debería ser considerado un delito penal, por el hecho de faltar el respeto a las personas que sufrieron en esta cruel tragedia.",1,1,10,0,0,10,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Si, debe condenarse con toda la contundencia de la Ley.",1,1,10,0,0,10,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Si, deberia ser un delito cuando ésta se realiza con intención de prácticas similares o de incitar a usar la violencia contra personas por razón de su raza, religión o por su origen nacional o étnico.",1,1,10,0,0,10,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Si, el negacionismo del Holocausto debería ser una ofensa criminal pues existen pruebas del asesinato masivo de los judíos y su negación representa una ofensa para su memoria.",1,1,10,0,0,10,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,Son crimenes delesahuanidad pero el que una persona lo niegue no implicaria una ofensa criminal,-1,1,10,9,0,1,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,Tampoco se puede quitar la libertad de opinión,-1,1,10,10,0,0,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"This paper offers a detailed legal analysis of the Holocaust denial, also known as “The Auschwitz lie”, not
only from a national perspective but also from a comparative,",0,0.895941472,10,1,9,0,0.105339253,8,7,1
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"This paper offers a detailed legal analysis of the Holocaust denial, also known as “The Auschwitz lie”, not only from a national perspective but also from a comparative,",1,0.614690858,10,1,5,4,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,Todo el mundo tiene derecho de negar cualquier acusación hasta que se demuestre lo contrario.,-1,0.820057103,10,7,2,1,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Trata sobre la negación del genocidio de judíos en el holocausto durante la Segunda Guerra Mundial, evitan la tragica verdad negando lo sucedido durante esa época para los Judios, como los asesinatos en masa.",1,0.891009,10,0,1,9,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Un evento tan horrible en la historia humana no puede ni debe ser olvidado jamas, para evitar que se vuelva a repetir y crear conciencia en la humanidad",1,1,10,0,0,10,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"Va contra la ley negar un genocidio que tuvo resultado la muerte de mas de seis millones de judíos y por tanto, debe ser castigado con cárcel.",1,1,20,1,0,19,0.8984356,13,1,12
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,Ya que el desinteres de penalizar los que esten a favor del holocausto generaria racismo en la poblacion,1,0.581022917,20,6,1,13,0.365292794,12,7,5
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,Ya que el holocausto fue una epoca tan fea para la humanidad deberiamos pasar la hoja y no recordarlo,-1,0.807114171,10,6,4,0,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,al no aceptar se es complice de una de las mayores masacres a la humanidad,1,1,10,1,0,9,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,asi es por que este fue un hecho horrible y toda persona que lo niegue deberia ser castigada,1,1,10,0,0,10,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,but if you should educate yourself and make it understood that something happened,0,0.489091318,10,5,4,1,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"cada quien tiene derecho a su forma de pensar, por lo tanto ese derecho a creer q no fue tan grave el holocausto refleja esa libertad para opinar q considero no puede ser penada.",-1,1,20,20,0,0,0.899017561,12,2,10
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"claro que deberia ser un delito penal, esto implica sacrificios humanos por diferentes ambitos",1,1,10,0,0,10,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,debe ser un delito que deberia traer sancionado por todas esas personas que padecieron en ese infierno y tratan de desvanecer ese suceso.,1,1,20,0,0,20,0.559113243,11,5,6
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"el holocausto fue un tragico evento en el que perecieron millones de personas, debe ternerse presente, pero, hay personas que  tienen el libre albredio de negarlo como si nunca sucedio",-1,0.641445453,10,8,0,2,,,,
Holocaust denial should be a criminal offence,La negación del Holocausto debe ser un delito penal,"el holocausto se ha generalizado mucho, no  es un hecho que repercute en nuestra sociedad actual como para tomar tal decisión",-1,0.923938777,20,19,1,0,0.358720149,11,6,5
