topic_EN,topic_DE,argument_DE,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionarsarbeit stört viele Menschen, da sie nichts damit zu tun haben wollen",1,1,6,0,0,6,0.286480817,6,4,2
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Missionen sind immer ein Dialog in Augenhöhe.,-1,0.54345344,9,5,4,0,0.335355831,9,6,3
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionierung sollte überall dort erlaubt sein, wo es gesetzlich erlaubt ist und von den Leuten akzeptiert wird.",-1,1,10,10,0,0,0.631155614,8,3,5
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionsarbeit besteht darin, die profitabelsten zu bereichern",1,0.835513858,6,0,1,5,0.293520068,6,4,2
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Missionsarbeit ist besonders in bildungsfernen Regionen wichtig um den Leuten etwas zu geben woran sie glauben können,-1,0.914107946,10,9,0,1,0.8957168,9,1,8
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionsarbeit ist gut, weil sie anderen hilft",-1,1,5,5,0,0,0.185059138,5,4,1
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionsarbeit ist stets mit Erziehung, Bildung und gesundheitlicher Fürsorge verbunden gewesen und sollte daher beibehalten werden.",-1,1,7,7,0,0,1,7,0,7
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionsarbeit ist teuer, es fehlt an Geldmitteln.",1,0.789001083,10,1,1,8,0.219265608,9,6,3
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Missionsarbeit kümmert sich um besonders hilfsbedürftige Zielgruppen,-1,1,7,7,0,0,0.85363855,7,1,6
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Missionsarbeit sollte es beseitigen,1,0.75692324,8,0,2,6,0.09414232,8,7,1
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Missionsarbeit stärkt die Moral der Bevölkerung und ist daher in jeder Hinsicht von Nutzen.,-1,0.939934758,10,9,0,1,1,9,0,9
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionsarbeit zu verbieten, weil sie nicht nachgibt, trägt keine Früchte",-1,0.611421405,10,6,0,4,0.164643987,9,7,2
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionsarbeit, damit wir alle davon profitieren",-1,0.685181161,10,7,2,1,0,9,9,0
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Niemand sollte dazu gezwungen werden, eine neue Religion anzunehmen. Gerade indigene Völker verlieren dadurch ihre kulturelle Identiät und ihren Glauben.",1,0.554234534,10,4,1,5,0.926131037,9,1,8
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Religion sollte jeder für sich entscheiden und missionarische Arbeit beeinflußt die Entscheidung.,1,0.819084893,5,1,0,4,0.830353033,5,1,4
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Religion sollte nicht von anderen benutzt werden um andere zu missionieren,1,1,6,0,0,6,0.474401579,6,3,3
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Sie sollten verboten werden, weil sie während ihrer Arbeit als Missionar eine Ideologie zwangsweise implantieren wollen",1,1,7,0,0,7,1,7,0,7
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Solange die Leute in den Ländern, wo Missionsarbeit betrieben wird, nicht zur Religion gezwungen werden, ist das Konzept der Missionierung vertretbar.",-1,1,10,10,0,0,0.756835396,9,2,7
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Sorgt häufig nur für Unruhe in den besuchten Gebieten,1,0.905744906,10,1,0,9,0.203128313,9,7,2
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Verbot der Missionsarbeit zur Beendigung der Mafia,1,1,10,0,0,10,0.09452935,8,7,1
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Viele Menschen fühlen sich durch Missionare gestört,1,1,5,0,0,5,0.388494579,5,3,2
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Wir haben Religionsfreiheit und dazu gehört auch die missionarische Arbeit.,-1,1,10,10,0,0,0.69721922,9,3,6
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Wir können solch wichtige Arbeit für den Glauben nicht verbieten.,-1,1,10,10,0,0,0.637341355,8,3,5
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Wir müssen die Missionsarbeit beseitigen, die Menschen erkranken an seltenen Krankheiten und bringen sie in unsere Stadt",1,1,10,0,0,10,0.224042439,9,7,2
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Wir müssen die Missionsarbeit verbieten,1,0.89455447,10,0,1,9,0,9,9,0
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Wir sollten Missionarsarbeit verbannen, da es andere Prioritäten in der Gesellschaft gibt",1,1,8,0,0,8,0.207466776,8,6,2
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Wir sollten Missionarsarbeit verbieten, da die einzelen Religionen in einer weltoffenen Gesellschaft ein untergeordnete Rolle einnehmen.",1,1,8,0,0,8,0.864104787,8,1,7
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Wir sollten die Missionsarbeit nicht verbieten,-1,0.910380331,10,9,0,1,0,9,9,0
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Wir sollten die Missionsarbeit nicht verbieten.,-1,0.907857257,10,9,0,1,0,9,9,0
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,in vielen armen Ländern kann der Glaube Leuten helfen aus ihrer Situation zu entfliehen und gutes zu tun anstatt in Krieg oder Korruption zu landen,-1,0.837006774,7,6,1,0,0.888047848,7,1,6
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"""Auftragnehmer"" sind ""private Krieger"" im Dienste des Pentagon im Kampf gegen den Widerstand",-1,0.683849651,10,7,2,1,0.563378405,9,4,5
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Das Gewaltmonopol liegt ausschließlich beim Staat, da ist kein Platz für militärisches Unternhemertun.",1,0.927231948,10,1,0,9,1,8,0,8
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Der Staat kann das Know How der Rüstungsunternhemen nicht bieten.,-1,0.842014216,6,5,1,0,0.626856515,6,2,4
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Die Anzahl von Soldaten bei der Armee reicht durchaus aus, um das Land zu verteidigen. Die Gelder sollten anderweitig genutzt werden.",1,1,9,0,0,9,0.54454097,9,4,5
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Dies muss verschwinden, da es eine große Gefahr für das Land darstellt",1,1,5,0,0,5,0.169646967,5,4,1
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Diese Unternehmen müssen ausgerottet werden, da sie für Debatten verwendet werden können",1,0.907826307,10,1,0,9,0.22013542,8,6,2
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Diese Unternehmen sind autonom und neigen nicht dazu, sich einer Regierungspartei zuzuwenden.",-1,0.700872484,10,7,0,3,0.714281038,9,3,6
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Durch die Privatisierung militärischer Unternehmen besteht die Gefahr einer Putsches seitens der Militärfirmen,1,1,8,0,0,8,1,8,0,8
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Er hat es vermieden, seine Truppen in Kampfeinsätze einzubeziehen, aber Soldaten von Unternehmen wie DynCorp spielen diese Rolle schon lange.",0,0.629435165,10,4,6,0,0,8,8,0
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Er hat es vermieden, seine Truppen in Kampfeinsätze zu verwickeln, aber Soldaten von Unternehmen wie DynCorp haben diese Rolle lange gespielt.",0,0.674259245,20,4,13,3,0.119534701,16,14,2
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Er sit sich aber in letzter Zeit einfach zu fein dazu Probleme anzupacken. Diese lösen sich aber nicht in Wohlgefallen auf,0,0.629767512,8,2,5,1,0.127851238,8,7,1
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Es wird zu viel Geld für die Verteidigung ausgegeben. Das staatliche Militär reicht vollkommen aus.,1,1,10,0,0,10,0.727223519,9,3,6
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Ich stimme dem zu, da diese privaten Unternehmen für viele unangemessene Dinge verwendet werden können",1,1,5,0,0,5,0.612317057,5,2,3
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Ich stimme zu, weil viele dieser Unternehmen das Völkerrecht nicht respektieren und selbstständig handeln.",1,1,7,0,0,7,1,7,0,7
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Ja, denn private Militärfirmen enthalten die Gefahr eines Putsches zum Leidwesen der Regierung, der Bevölkerung und der Demokratie",1,1,10,0,0,10,0.929587942,9,1,8
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Man sollte nicht immer alles verstaatlichen,-1,0.850712811,7,6,0,1,0,7,7,0
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Militärfirmen sind ein Verdienst für diejenigen, die ihr Leben für das Land geben",-1,0.784621384,10,8,1,1,0.329429796,9,6,3
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Militärische Produkte und Aktionen sollten nicht in die Hände privater, gewinnorientierter Unternehmen gelegt werden, da deren Hauptinteresse nicht im Frieden, sondern im Verkauf möglichst vieler Waffen liegt.",1,1,10,0,0,10,0.882076319,8,1,7
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Militärunternehmen haben das Recht, der Gesellschaft anzugehören",-1,1,10,10,0,0,0.177853635,9,7,2
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Militärunternehmen sind für die öffentliche Hand ein nützlicher Fremddienstleister.,-1,0.944726248,10,9,0,1,0.765594208,9,2,7
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Millitärangelegenheiten gehören in staatliche Hände.,1,1,8,0,0,8,1,8,0,8
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Nur der Staat sollte Ausübung von Gewalt haben,1,1,7,0,0,7,0.399957957,7,4,3
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Ohne private Unternehmen gäbe es keinen Konkurrenzkampf,-1,0.81468442,10,8,2,0,0.572246806,7,3,4
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Private Armeen können nicht verboten werden, sie verfügen über eine spezifischere und besser vorbereitete Ausbildung als die staatlichen Armeen.",-1,1,10,10,0,0,1,8,0,8
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Private Kämpfer unterliegen im Einsatz keinem Kriegsrecht und können daher nicht wegen begangener Kriegsverbrechen zur Rechenschaft gezogen werden.,1,0.485972386,10,4,1,5,1,9,0,9
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Private Militärfirmen helfen bei der Entwicklung der Sicherheit unserer Nation, wir können sie nicht beseitigen",-1,1,7,7,0,0,1,7,0,7
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Private Militärfirmen sorgen für Sicherheit in anderen Bereichen,-1,1,7,7,0,0,0.287718608,7,5,2
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Private Militärs sind sehr gut gekleidet und gut ausgebildet und können dem Heimatland gut dienen,-1,0.892750484,10,9,1,0,0.427835703,8,4,4
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Private Militärunternehmen sind autonom und haben ihre Vor- und Nachteile für die Nation.,-1,0.80575068,10,8,0,2,0.74178665,9,2,7
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Private Militärunternehmen sind nicht fair, sie haben auch das Recht",1,0.70128079,10,3,0,7,0.23346784,9,7,2
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Private Militärunternehmen sind von Vorteil, da sie zu verschiedenen Möglichkeiten zum Schutz unserer nationalen Sicherheit beitragen. Sie arbeiten nach dem Gesetz. Es ist eine freie Wahl, es einzurichten",-1,1,10,10,0,0,1,9,0,9
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Privatwirtschaftliche Produktion von Gütern (auch Waffen) ist oft weniger verschwendungsanfällig und straffer optimiert als staatliche Herstellung.,-1,0.717983518,7,5,1,1,0.539996579,7,3,4
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Sie können keine privaten Militärfirmen haben, das Militär muss dem Volk und der Regierung dienen, nicht einer kleinen Gruppe von Menschen.",1,1,10,0,0,10,0.882076319,8,1,7
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Sie müssen für die größere Sicherheit unserer Armee verschwinden,1,1,8,0,0,8,0.343361989,8,5,3
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Solange sie den staatlichen Vorgaben entsprechen sollten private Unternehmen in diesem Bereich erlaubt sein.,-1,1,8,8,0,0,0.887467723,8,1,7
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Verbot privater Militärunternehmen Dies führt zu Ausgaben und Steuern, die die Bürger zahlen müssen",-1,0.606911471,5,3,0,2,0.55732991,5,2,3
We should ban private military companies,Wir sollten private Militärfirmen verbieten,We moeten particuliere militaire bedrijven verbieden omdat ze niet ten dienste staan van niemand,1,0.752379703,8,0,2,6,0.113324456,8,7,1
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Wir müssen die privaten Militärfirmen eliminieren, deren Absichten wir für unsere Nation nicht gut kennen",1,1,8,0,0,8,0.471213227,8,4,4
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Wir müssen private Militärfirmen unterstützen, weil sie schnell Streitkräfte auf dem Schlachtfeld einsetzen können.",-1,1,30,30,0,0,0.911915936,23,2,21
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Wir müssen private Militärunternehmen wegen mangelnder Transparenz, Rechenschaftspflicht und Kontrolle verbieten.",1,1,20,0,0,20,1,17,0,17
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Wir sollten private Militärfirmen nicht verbieten.,-1,1,10,10,0,0,0.086913534,9,8,1
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Wir sollten private Militärunternehmen mit ihrem mittelmäßigen Wissen verbieten,1,1,7,0,0,7,0,7,7,0
We should ban private military companies,Wir sollten private Militärfirmen verbieten,Wir sollten private Militärunternehmen nicht verbieten.,-1,1,10,10,0,0,0.153735197,7,6,1
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"Wir sollten private Miltlitärfirmen verbieten, dar die Landesverteidigung eine rein staatliche Aufgabe darstellt.",1,1,8,0,0,8,1,8,0,8
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"auf dauer könnte es günstiger sein, wenn der Staat für bestimmte einsätze Militätunternehmen engagiert",-1,0.804804414,10,8,0,2,0.759112587,9,2,7
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"nein, da es gut ist, dass mehr Militär entstehen",-1,1,10,10,0,0,0.243547326,9,7,2
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"nicht, da das Militär für das Land wichtig ist",-1,0.512156518,8,4,4,0,0.09414232,8,7,1
We should ban private military companies,Wir sollten private Militärfirmen verbieten,ob wir private Militärunternehmen verbieten sollten.,1,0.757554957,10,1,2,7,0.074105944,9,8,1
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"ost setzen sich private Militärfirmen über jeden Rechtsstaat hinweg, daher erscheinen sie mir gefährlich.",1,0.787705766,10,2,0,8,0.875589157,9,1,8
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"private Militärfirmen, damit sie eine größere Scheibe haben können",-1,0.804041095,10,8,0,2,0.22581552,9,7,2
We should ban private military companies,Wir sollten private Militärfirmen verbieten,"sind unsere Verteidiger gegen jeden Angriff, den sie in der Lage sein sollten, ihre Unternehmen einzusetzen",-1,0.799951785,10,8,1,1,0.291515758,9,6,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Bei gezielten Tötungen müssen wir den Zweck der Tötung herausfinden, da eine vernünftige Person dies nur tun wird, wenn sie psychisch krank ist",-1,0.540856474,10,5,1,4,0.775447873,9,2,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Das Töten von Lebewesen darf nie gezielt sein.,1,1,7,0,0,7,0.714140762,7,2,5
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Der Fokus sollte auf die Ergreifung der Person gelegt werden und nicht die Ermorderung.,1,1,8,0,0,8,1,8,0,8
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Dies ist der effektivste Weg, um den Anführer einer terroristischen Bande oder Zelle zu beenden",-1,1,10,10,0,0,0.855806553,8,1,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Dies sollte abgeschafft werden, da solche Regierungen oder Organisationen nicht zu ihren Gunsten Gerechtigkeit üben könnten.",1,0.702311401,10,2,1,7,0.346906761,9,6,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Diese Art von töten ist nie gerechtfertigt.,1,1,10,0,0,10,0.378502437,9,5,4
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Durch das gezielte Töten einer bestimmten Person werden andere Menschenleben verschont.,-1,0.688391287,10,7,0,3,0.661955153,9,3,6
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Ein Mensch verdient den Tod nicht, egal was er getan hat",1,1,7,0,0,7,0.840539855,7,1,6
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Entspricht definitiv nicht rechststaatlichen Ansprüchen,1,0.73654901,10,3,0,7,1,7,0,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Es ist effektiv und man würde dadurch ein sinnloses Bombardieren von umliegenden Gebieten verhindern.,-1,1,5,5,0,0,1,5,0,5
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Es sollte verboten werden, da die Regierungen nicht selbst Gerechtigkeit üben würden.",1,1,8,0,0,8,0.628494872,8,3,5
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Feinde müssen ausgeschaltet werden, noch bevor sie unsere Freiheit bedrohen.",-1,1,10,10,0,0,0.876631054,9,1,8
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Gezielte Morde sind ein schlechtes Instrument für Regierungen, da sie Gewalt auf ihre eigene Weise anwenden.",1,0.893109041,10,1,0,9,0.77422219,9,2,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Gezielte Tötung z.B. durch Drohnen entmenschlicht den Akt des Umbringens von Personen und sorgt durch diese Dissoziierung für mangeönde Empathie auf Seiten derjenigen, die die Tötung durchführen.",1,0.897035533,10,2,0,8,1,8,0,8
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Gezielte Tötungen gelten nach wie vor als vorsätzliches Verbrechen und sollten verboten werden,1,0.898901905,10,1,0,9,0.62036816,9,3,6
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Gezielte Tötungen sind ein Pluspunkt, um die Gesellschaft sauber zu halten",1,0.795453648,10,2,0,8,0.755650455,9,2,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Gezielte Tötungen von Menschen mittels Drohnen auf der Grundlage nicht überprüfbarer Annahmen stellt die Politik über die Rechtsstaatlichkeit.,1,0.811309732,10,2,0,8,0.421891825,9,5,4
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Gezieltes Töten ist unmoralisch und gefährlich, es verletzt die Gebiete anderer Länder, tötet oft unschuldige Menschen und zerstört die Infrastruktur in armen Ländern",1,1,7,0,0,7,1,7,0,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Gezieltes Töten widerspricht den deutschen Werten.,1,1,10,0,0,10,0.796157177,9,2,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Ich bin absolut dafür, da dies unmenschlich ist und niemand das Recht haben sollte, derart über ein Menschenleben zu bestimmen. Eher sollte eine Verhaftung angestrebt werden.",1,1,10,0,0,10,0.755650455,9,2,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Ich stimme dem Verbot zu, da jedes menschliche oder tierische Leben gleichermaßen respektiert werden muss",1,1,6,0,0,6,0.644990577,6,2,4
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Ich stimme nicht zu, da wir alle Vergebung verdienen",-1,0.562269276,10,6,0,4,0.292566731,9,6,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,In einer echten Gefahrensituation sollte es erlaubt sein zu außergewöhnlichen Maßnahmen zu greifen,-1,1,9,9,0,0,0.853180775,9,1,8
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"In manchen Fällen wäre ein Sondereinsatz viel zu riskant und zu aufwendig, es könnten zu viele Unschuldige in Mitleidenschaft gezogen werden.",-1,0.819084893,5,4,0,1,1,5,0,5
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"It is not intended to promote murder, but to justify it as a means to promote a specific political agenda",0,0.367872029,8,2,3,3,0.359949269,8,5,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Jede Form von Mord ist verachtenswert und da dürfen wir auch für feindliche Anführer keine Ausnahme machen.,1,1,10,0,0,10,0.882076319,8,1,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Jeder Mensch verdient aus irgendeinem Grund nicht den Tod,1,0.721224402,10,3,0,7,0.169058378,9,7,2
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Keiner hat das Recht, jemand das Leben zu nehmen und Gott zu spielen. Außerdem verstößt man hiezu gegen Artikel 1 des Grundgesetzes.",1,1,10,0,0,10,0.889140357,8,1,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Keiner kann jemand sein Leben nehmen, denn das verstößt gegen das Grundgesetz",1,0.892591687,10,1,0,9,0.710107128,9,2,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Les tueries sélectives sont largement utiles étant donné les avantages économiques qui en découlent,-1,0.45057458,7,3,3,1,0.281124613,7,5,2
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Mit dieser Art der Bestrafung können potentielle Straftäter abgeschreckt werden.,-1,0.550951602,10,5,0,5,0.47062627,9,5,4
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Mord muss jedem erlaubt sein, der davon profitiert",-1,0.534078185,10,5,0,5,0,9,9,0
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Natürlich können wir keine unschuldigen Menschen auswählen, um sie zu töten",1,1,10,0,0,10,0.485565035,8,4,4
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Nein, denn wir haben eine klare Vorstellung davon, wer das Ziel sein wird",-1,1,10,10,0,0,0.736402664,8,2,6
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Niemand hat das Recht, ohne Gerichtsverhandlung über das Leben eines Menschen zu bestimmen.",1,1,10,0,0,10,1,8,0,8
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Niemand ist dazu berechtigt, über den Tod eines Menschen zu entscheiden. Schon gar nicht, wenn es um die gezielte Auswahl einer Person geht.",1,0.784521466,10,2,0,8,0.889140357,8,1,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Oft wird mit einer gezielten Tötung eine Bedrohung eleminiert, was die Handlung rechtfertigt.",-1,1,7,7,0,0,1,7,0,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Ohne Gerichtsurteil ein Todesurteil zu verhängen ist verfassungswidrig,1,0.901373169,9,1,0,8,0.903989625,9,1,8
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Richtig sollte beseitigt werden, da dies die Ermordung unschuldiger Personen fördert, die unter das Gesetz fallen",1,0.903813343,10,1,0,9,0.9053779,9,1,8
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Selektive Attentate verstoßen gegen die Menschenrechte. Niemand kann entscheiden, wer stirbt oder nicht",1,1,7,0,0,7,1,7,0,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Steht in der Tat im Widerspruch zu rechtstaatlichen Prinzipien,-1,0.490498576,10,5,1,4,0.249645549,9,6,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Targeted killing is defined as a form of assassination which is carried out by governments against their perceived enemies,1,0.693254785,10,1,2,7,0.525181119,9,4,5
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Verstößt gegen das in der Allgemeinen Erklärung der Menschenrechte proklamierte Recht auf Leben,1,0.893109041,10,1,0,9,0.708803402,9,3,6
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Wir dürfen keine selektiven Attentate begehen, die gegen unsere Menschenrechte verstoßen. Alle können Buße tun. Alle haben das Recht auf Leben",1,1,5,0,0,5,1,5,0,5
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Wir müssen die selektiven Attentate genehmigen, damit wir zu den wahren Schöpfern der Maleda gelangen",-1,0.9023834,10,9,1,0,0.255657699,8,6,2
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Wir müssen gezielte Morde mit der Begründung aufheben, dass sie jedes Mitglied der Gesellschaft gefährden",1,1,10,0,0,10,0.870429673,7,1,6
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Wir müssen gezielte Tötungen verbieten, weil es eine Person ist, die ihre Handlungen bei klarem Verstand begeht",1,1,8,0,0,8,0.366551099,8,5,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Wir müssen selektive Attentate verüben, weil wir auf diese Weise die wahren Schuldigen des Bösen beenden würden und sie keinen weiteren Akt der Kälte wiederholen könnten",-1,0.874689896,8,7,0,1,0.728383401,8,2,6
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"Wir sollten das gezielte Töten verbieten, weil nur diejenigen, die sich selbst als Götter glauben, dies ausüben",1,1,7,0,0,7,0.250260933,7,5,2
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Wir sollten gezielte Morde nicht verbieten,-1,1,10,10,0,0,0,8,8,0
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Wir sollten gezieltes Töten abschaffen. Da es im 21 Jahrhundert nicht mehr zeitgemäß ist.,1,1,8,0,0,8,0.489628737,8,4,4
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,Zielgerichtetes Töten ist nicht menschenwürdig.,1,0.901959349,10,1,0,9,0.302370689,9,6,3
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,es ist nicht immer zu kontrollieren welche Kollateralschäden dabei entstehen,1,0.805328844,10,0,2,8,0.888359952,8,1,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,nein nein wir sollten gezielte Tötungen verbieten,-1,0.677878442,10,7,0,3,0.082614044,9,8,1
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,nous devons abroger les assassinats ciblés au motif qu'ils mettent en danger tout membre de la société,1,0.911612018,10,1,0,9,0.74903278,9,2,7
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,ob wir gezielte Tötungen verbieten sollten,0,0.709476866,20,0,13,7,0,15,14,1
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,um Terroristen zu töten ist jedes Mittel recht,-1,0.785202715,10,8,0,2,0.443737701,9,5,4
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,"wenn sich der Mord verschlimmert, entschuldigen sich auch",0,0.867975842,7,0,6,1,0,7,7,0
We should legalize cannabis,Wir sollten Cannabis legalisieren,"Cannabis hat zum Teil großen medizinischen Nutzen, vor allem für Schmerzpatienten.",1,1,10,0,0,10,1,9,0,9
We should legalize cannabis,Wir sollten Cannabis legalisieren,Cannabis ist normalerweise kein Auslöser für gewalttätiges Verhalten,1,1,6,0,0,6,0.840791465,6,1,5
We should legalize cannabis,Wir sollten Cannabis legalisieren,"Cannabis kann bei bestimmten Gelegenheiten eine Explosion von Emotionen bei denen auslösen, die es aufgrund ihrer Freuden konsumieren",-1,0.528060144,20,11,6,3,0.303908128,16,11,5
