topic_EN,topic_DE,sentence_EN,evidence_label_EN,evidence_score_EN,stance_label_EN,sentence_DE_ht,evidence_label_ht,evidence_conf_ht,evidence_num_labelers_ht,evidence_accept_ht,evidence_reject_ht,stance_label_ht,stance_conf_ht,stance_num_labelers_ht,stance_pro_ht,stance_con_ht,sentence_DE_mt,evidence_label_mt,evidence_conf_mt,evidence_num_labelers_mt,evidence_accept_mt,evidence_reject_mt,stance_label_mt,stance_conf_mt,stance_num_labelers_mt,stance_pro_mt,stance_con_mt
We should introduce the alternative vote,"Wir sollten die alternative Abstimmung einführen,","On 11 March, 29 historians, including Niall Ferguson, Simon Sebag Montefiore, Andrew Roberts and David Starkey, wrote to the Times expressing opposition to the adoption of the Alternative Vote.",1,0.7,-1,"Am 11. März schrieben 29 Historiker, darunter Niall Ferguson, Simon Sebag Montefiore, Andrew Roberts und David Starkey, an die Times und sprachen sich gegen die Annahme der alternativen Abstimmung aus.",1,0.51593613,10,6,4,-1,1,6,0,6,"Am 11. März schrieben 29 Historiker, darunter Niall Ferguson, Simon Sebag Montefiore, Andrew Roberts und David Starkey, an die ""Times"", in der sie sich gegen die Annahme der Alternative Vote ausgesprochen hatten.",1,0.847753217,10,7,3,-1,1,7,0,7
We should introduce the alternative vote,"Wir sollten die alternative Abstimmung einführen,","In the United Kingdom, a 2011 referendum on adopting Instant-runoff voting saw the proposal rejected.  ",1,0.8,-1,Im United Kingdom in einer Volksabstimmung im Jahr 2001 wurde ein Antrag zur Verabschiedung von  Stichwahlen abgelehnt.,0,0.781748178,10,3,7,,,3,0,3,"Im Vereinigten Königreich wurde im Rahmen eines Referendums über die Annahme von ""Instant-runoff"" -Abstimmungen im Jahr 2011 der Vorschlag abgelehnt.  ",0,0.594036645,10,6,4,-1,1,6,1,5
We should legalize LGBT adoption,Wir sollten LGBT-Adoption legalisieren,Chile: A January 2017 nationwide poll found that 45% of Chileans support same-sex adoption.,1,0.9,1,"Chile: Eine landesweite Umfrage im Jahr 2017 egab, dass 45% der Chilenen gleichgeschlechtliche Adoptionen befuerworten .",1,0.889396023,10,8,2,1,1,8,8,0,"Chile: Eine landesweite Umfrage vom Januar 2017 hat festgestellt, dass 45% der Chilenen die Adoption von Schweren unterstützen.",1,1,7,7,0,1,1,7,7,0
We should legalize LGBT adoption,Wir sollten LGBT-Adoption legalisieren,Justice Minister Nikos Paraskevopoulos announced that same-sex adoption will be studied in the future .,0,0.2,0,"Justizminister Nikos Paraskevopoulos kündigte an, dass gleichgeschlechtliche Adoptionen in Zukunft untersucht werden sollen.",0,0.842676063,11,3,8,,,3,2,1,"Justizminister Nikos Paraskevopoulos kündigte an, dass auch in Zukunft die Verabschiedung von Same-Sex untersucht werden soll.",0,0.656612231,10,3,7,,,3,0,3
We should limit Hydrocarbon exploration,Wir sollten die Hydrocarbon-Exploration begrenzen.,Human activities such as transportation development and petroleum exploration has led to the population decline of the species.,1,1,1,Menschliche Aktivitaeten wie Ausbau der Verkehrswesens und Erdoelsuche haben zum Verfall des  Bestandes dieser Gattung gefuehrt.,0,0.622885365,10,5,5,1,1,5,5,0,"Menschliche Aktivitäten wie Verkehrsentwicklung und Erdölexploration haben dazu geführt, dass der Bevölkerungsrückgang der Arten abnimmt.",0,0.792631401,10,4,6,1,1,4,4,0
We should limit Hydrocarbon exploration,Wir sollten die Hydrocarbon-Exploration begrenzen.,Both Kean and Menendez oppose ANWR oil exploration.,1,0.9,1,Sowohl Kean als auch Menendez sind gegen die ANWR-Ölförderung.,1,0.867782542,10,8,2,1,1,8,7,1,Sowohl Kean als auch Menendez lehnen ANWR-Ölexploration ab.,1,0.901043511,10,8,2,-1,1,8,5,3
We should limit campaign finance,Wir sollten die Wahlkampffinanzierung begrenzen.,"Buckley v. Valeo, 424 U.S. 1 (1976) upheld limits on campaign contributions, but held that spending money to influence elections is protected speech by the First Amendment.",1,0.8,1,"Buckley v. Valeo, 424 U.S. 1 (1976) erhielt die Limitierung von Kampagnenbeitraegen aufrecht, aber erhielt bei, das Geldausgaben um Wahlen zu beeinflussen,  Redefreiheit unter dem ersten Verfassunszusatz ist.",1,0.689784628,10,6,4,1,1,6,5,1,"Buckley v. Valeo, 424 U.S. 1 (1976) hielt Grenzen bei den Wahlkampfbeiträgen fest, hielt jedoch fest, dass das Geld, um Wahlen zu beeinflussen, durch den ersten Änderungsantrag geschützt wird.",1,0.819820044,10,9,1,1,1,9,8,1
We should limit campaign finance,Wir sollten die Wahlkampffinanzierung begrenzen.,"In late June, however, the New York Post reported that he had accepted a campaign contribution from a taxi manufacturer whose handicapped-accessible vehicle was being considered for adoption by New York's Taxi and Limousine Commission .  ",0,0.1,0,"Ende Juni berichtete die New York Post jedoch, dass er eine Wahlkampfspende eines Taxiherstellers angenommen habe, dessen behindertengerechtes Fahrzeug von der New Yorker Taxi- und Limousinenkommission zur Annahme erwogen wurde.  ",0,1,7,0,7,,,0,0,0,"Ende Juni berichtete die New York Post jedoch, dass er einen Wahlkampfbeitrag eines Taxiherstellers akzeptiert habe, dessen handiertes begehbares Fahrzeug für die Verabschiedung durch die New Yorker Taxi-und Limousine-Kommission in Betracht gezogen werde.  ",0,1,8,0,8,,,0,0,0
We should limit judicial activism,Wir sollten den Justizaktivismus einschränken,"The research unit focuses on the proper scope of judicial power within the Westminster constitution, arguing that judicial overreach increasingly threatens the rule of law and effective, democratic government.",1,1,1,"Die Forschungseinheit konzentriert sich auf den korrekten Geltungsbereich der richterlichen Gewalt innerhalb der Verfassung von Westminster und argumentiert, dass die Übermacht der Justiz zunehmend die Rechtsstaatlichkeit und eine effektive, demokratische Regierung bedroht.",0,0.76431266,11,6,5,,,6,5,1,"Die Forschungseinheit konzentriert sich auf den angemessenen Umfang der Justizmacht innerhalb der Verfassung von Westminster und argumentiert, dass die gerichtliche Übergreifbarkeit zunehmend den Rechtsstaat und die effektive, demokratische Regierung bedroht.",0,0.783244485,10,3,7,,,3,2,1
We should limit judicial activism,Wir sollten den Justizaktivismus einschränken,"In addition it encourages democratic accountability and judicial responsibility, while discouraging unjust judicial activism and the undue legalization of the public realm.",0,0,0,"Zusaetzlich bestaerkt es demokratische Verantwortung und rechtliche Verantwortlichkeit, waehrend es ungerechten rechtlichen Aktivismus und die unangemessene Legalisierung des oeffentlichen Bereichs demotiviert",0,0.586041028,10,5,5,,,5,4,1,"Darüber hinaus fördert sie die demokratische Rechenschaftspflicht und die richterliche Verantwortung, während sie den ungerechten Justizaktivismus und die unrechtmäßigen Legalisierung des öffentlichen Reiches entmutigt.",0,0.638530179,10,4,6,1,1,4,4,0
We should limit judicial review,Wir sollten die gerichtliche Überprüfung einschränken.,"The landmark case was described by law professor Marci Hamilton as a ""fork in the road"" with respect to judicial review of the Establishment Clause of the First Amendment.",0,0,0,"Der grundelgende Fall wurde von Professor, jur, Marci Hamilton als eine ""Strassengabelung"" beschrieben mit Respekt zu gerichtlicher Ueberpruefung  des Gruendungsparagraphen  des ersten Verfassungszusatzes. ",0,1,7,0,7,,,0,0,0,"Der wegweisende Fall wurde von Rechtsprofessor Marci Hamilton als ""Gabel in der Straße"" in Bezug auf die gerichtliche Überprüfung der Niederlassungsklausel des Ersten Änderungsantrags beschrieben.",0,0.934525441,10,1,9,,,1,1,0
We should limit judicial review,Wir sollten die gerichtliche Überprüfung einschränken.,"The commission, however, was stopped almost immediately as police commissioner Joshua Bong sought a judicial review of it.",0,0,0,"Die Kommission wurde jedoch fast sofort gestoppt, da der Polizeikommissar Joshua Bong eine gerichtliche Überprüfung der Kommission anstrebte.",0,1,7,0,7,,,0,0,0,"Die Kommission wurde jedoch fast sofort gestoppt, als der Polizeikommissar Joshua Bong eine gerichtliche Überprüfung anstrebte.",0,1,9,0,9,,,0,0,0
We should limit the use of appeals,Wir sollten die Anwendung von Rechtsmitteln einschränken,"On 2 June 2009, The Land and Environment Court passed down the decision to reject the appeal by the Quranic Society, with the court stating that the ""development application was not suitable for the rural nature of the land."" .",0,0.3,0,"Am 2. Juni 2009 lehnte das Land and Environment Gericht die Berufung der Quaranic Society mit der Begruendung ab, dass ""der Antrag fuer das Bauprojekt  nicht passend fuer die laendliche Natur des Landes"" war . ",0,0.761839866,10,3,7,1,1,3,2,1,"Am 2. Juni 2009 verabschiedete das Land-und Umweltgericht die Entscheidung, den Appell der Quranic Society abzulehnen, wobei das Gericht erklärte, dass die ""Entwicklungsanwendung nicht für die ländliche Natur des Landes geeignet sei."".",0,0.749695538,10,3,7,1,1,3,3,0
We should limit the use of appeals,Wir sollten die Anwendung von Rechtsmitteln einschränken,"In 2017, a coalition of attorneys general for several states, farm workers, and environmental groups sued then-EPA chief Scott Pruitt over his chlorpyrifos ban reversal.",0,0,0,"Im Jahr 2017 verklagte eine Koalition aus Generalstaatsanwälten mehrerer Bundesstaaten, Landarbeitern und Umweltgruppen den damaligen EPA-Chef Scott Pruitt wegen der Aufhebung seines Chlorpyrifos-Verbots.",0,1,7,0,7,,,0,0,0,"Im Jahr 2017 hat eine Koalition aus Anwälten für mehrere Staaten, Landarbeiter und Umweltgruppen den EPA-Chef Scott Pruitt über seine Chlorpyrifos-Verbot-Umkehr verklagt.",0,1,7,0,7,,,0,0,0
We should limit the use of petroleum,Wir sollten die Verwendung von Erdöl einschränken.,"Biodiesel is a renewable, clean burning diesel replacement that reduces U.S. dependence on foreign petroleum, creating jobs and improving the environment.",1,0.7,1,"Biodiesel ist ein regenerativer, sauber brennender Dieselersatz, der die Abhaengigkeit der USA von auslaendischem Petroleum reduziert, Arbeitsplaetze schafft und die Umwelt verbessert. ",1,0.523052657,10,6,4,1,1,6,5,1,"Biodiesel ist ein erneuerbarer, sauberer Diesel-Ersatz, der die Abhängigkeit der USA von ausländischen Erdöl verringert, Arbeitsplätze schafft und die Umwelt verbessert.",1,1,7,7,0,1,1,7,7,0
We should limit the use of petroleum,Wir sollten die Verwendung von Erdöl einschränken.,"In 2002, Guru Govind Singh Refineries Ltd. signed an agreement with the Port of Mundra to handle crude oil in the port.",0,0,0,Im Jahr 2002 unterzeichnete Guru Govind Singh Refineries Ltd. eine Vereinbarung mit dem Hafen von Mundra über den Umschlag von Rohöl im Hafen.,0,0.822979139,11,2,9,1,1,2,2,0,"Im Jahr 2002 unterzeichnete Guru Govind Singh Refineries Ltd. eine Vereinbarung mit dem Hafen von Mundra, um Rohöl im Hafen zu behandeln.",0,1,10,0,10,,,0,0,0
We should nationalize the health care industry,Wir sollten die Gesundheitswirtschaft verstaatlichen.,The Centre is committed to supporting thought leadership in the health sector industry.,0,0,0,Das Zentrum setzt sich für die Unterstützung von Thought Leadership in der Gesundheitsbranche ein.,0,0.726273972,10,3,7,,,3,3,0,Das Zentrum setzt sich für die Unterstützung der Denkführung in der Gesundheitsbranche ein.,0,0.564211406,10,3,7,1,1,3,3,0
We should nationalize the health care industry,Wir sollten die Gesundheitswirtschaft verstaatlichen.,"A watchdog group found that in July 2009 Baucus accepted additional money from the health care industry in violation of his own self-defined moratorium terms, reportedly leading Baucus to return those monies.",0,0,0,"Eine Aufsichtsgruppe fand, dass Baucus im July 2009 zusaetzliches Geld vom Gesundheitswesen annahm, im Verstoss gegen seine selbst festgelegten Moratoriumsbedingungen, was anageblich dazu fuehrte, dass Baucus die Gelder zurueckgab .",0,0.846481075,10,1,9,,,1,1,0,"Eine Watchdog-Gruppe stellte fest, dass Baucus im Juli 2009 zusätzliches Geld aus der Gesundheitsbranche als Verstoß gegen seine eigenen, selbst definierten Moratorium-Begriffe akzeptierte, was Berichten zufolge Baucus dazu führte, diese Gelder zurückzugeben.",0,1,7,0,7,,,0,0,0
We should not abandon the Paris Agreement,Wir sollten das Pariser Abkommen nicht aufgeben.,"On June 1, 2017, Donald Trump announced that the United States would withdraw from the Paris Agreement on climate change.",1,0.9,-1,"Am 1. Juni 2017 gab Donal Trump bekannt, dass die Vereinigten Staaten aus dem Pariser Abkommen zum Klimatwandel ausscheiden  .",1,0.931574646,10,9,1,-1,1,9,2,7,"Am 1. Juni 2017 kündigte Donald Trump an, dass sich die Vereinigten Staaten aus dem Pariser Abkommen über den Klimawandel zurückziehen würden.",1,1,7,7,0,-1,1,7,0,7
We should not abandon the Paris Agreement,Wir sollten das Pariser Abkommen nicht aufgeben.,"Facebook's Mark Zuckerberg said ""Withdrawing from the Paris climate agreement is bad for the environment, bad for the economy, and it puts our children's future at risk."" .",1,1,1,"Mark Zuckerberg von Facebook sagte: ""Ein Rückzug aus dem Pariser Klimaabkommen ist schlecht für die Umwelt, schlecht für die Wirtschaft, und er gefährdet die Zukunft unserer Kinder"".",1,1,11,11,0,1,1,11,9,2,"Facebook-Chef Mark Zuckerberg sagte: ""Die Rückzeichnung aus dem Pariser Klimaabkommen ist schlecht für die Umwelt, schlecht für die Wirtschaft, und es setzt unsere Kinder in Zukunft aufs Spiel.""",1,1,7,7,0,1,1,7,7,0
We should prohibit carrying a concealed weapon,Wir sollten das Tragen einer versteckten Waffe verbieten,"In 2017, Isakson stated that while he does support concealed carry nationwide, he does not support campus carry, stating that it is ""not the appropriate thing to do."" .  ",0,0.2,0,"Im Jahr 2017 erklärte Isakson, dass er zwar landesweit das verdeckte Tragen unterstützt, aber nicht das Tragen auf dem Campus, da es ""nicht das Richtige"" sei.",1,0.68314191,10,8,2,-1,1,8,1,7,"Im Jahr 2017 erklärte Isakson, dass er zwar die flächendeckende Unterstützung landesweit unterstütze, aber den Campus-Carry nicht unterstütze, indem er erklärte, es sei ""nicht das geeignete, was zu tun ist"".  ",1,0.803853829,10,6,4,1,1,6,3,3
We should prohibit carrying a concealed weapon,Wir sollten das Tragen einer versteckten Waffe verbieten,Does this Arkansas state law that made illegal the carrying of a concealed weapon infringe on citizens Second Amendment rights? .,0,0.1,0,"Verstoesst dieses Arkansas Gesetz, dass das Tragen einer verdeckten Waffe illegal macht, gegen die Rechte des  zweiten Verfassungszusatzes der Buerger",1,0.911536321,10,9,1,-1,0.517497605,9,3,6,"Verstößt dieses Arkansas-Staatsgesetz, das die Beförderung einer versteckten Waffe illegal gemacht hat, gegen die Rechte des Zweiten Änderungsantrags?.",1,0.634359387,10,6,4,1,1,6,3,3
We should prohibit over the counter drugs,Wir sollten über die Gegenmittel verbieten,"While other IRS-approved ""auto-adjudication"" systems for electronic substantiation of FSA debit card charges are geared towards health plan expenses, such as copay matching or electronic transmittal of explanations of benefits, IIAS is the only one that is designed for use with over-the-counter drugs and similar items (OTC) as well as prescription drugs.",0,0,0,"Waehrend andere IRS-anerkannte  ""automatische Entschedungssysteme der elektronischen substantiation von FSA Debit Kartenkosten zu Gesundheitsplanausgaben ausgerichtet sind, wie Zuzahlungsanpassung oder elektronische Uebermittlung von Erklaerung der Leistungens , ist IIAS die Einzige, die fuer den Gebrauch fuer nicht-verschreibungspflichtige Medikamente und aehnliche Dinge (OTC),  sowie verschreibungspflichtige Medikamente genutzt werden kann.",0,1,7,0,7,,,0,0,0,"Während andere IRS-zugelassene ""auto-adjudication"" -Systeme zur elektronischen Untermauerung von FSA-Debitkartengebühren auf Kosten des Gesundheitsplans ausgerichtet sind, wie zum Beispiel die kopayabgleichende oder elektronische Übermittlung von Erklärungen zu den Leistungen, ist IIAS der einzige, der für die Verwendung mit Drogen-und ähnlichen Gegenständen (OTC) sowie verschreibungspflichtigen Medikamenten ausgelegt ist.",0,1,7,0,7,,,0,0,0
We should prohibit over the counter drugs,Wir sollten über die Gegenmittel verbieten,We conclude over-the-counter derivatives contributed significantly to this crisis.,0,0.5,1,"Wir kommen zu dem Schluss, dass außerbörsliche Derivate wesentlich zu dieser Krise beigetragen haben.",0,0.909426258,10,1,9,,,1,0,1,"Wir schließen über-the-counter Derivate, die wesentlich zu dieser Krise beigetragen haben.",0,0.917599131,11,2,9,,,2,2,0
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,Prayer in public schools was banned in the late 1980s by a decision of the Ontario Court of Appeal .  ,1,1,1,Das Beten in öffentlichen Schulen wurde Ende der 1980er Jahre durch eine Entscheidung des Berufungsgerichts von Ontario verboten.  ,1,1,10,10,0,1,0.517497605,10,9,1,Das Gebet in öffentlichen Schulen wurde Ende der achtziger Jahre durch eine Entscheidung des Berufungsgerichts von Ontario verboten.  ,1,1,10,9,1,1,1,9,9,0
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,"He voted in favor of school prayer, capping punitive damage awards, amending the U.S. Constitution to require a balanced budget, and limiting death penalty appeals.",0,0.3,-1,"Er stimmte fuer das Schulgebet, Schadenersatzsummen zu reduzieren, die U.S. Verfassung berichtigen um einen ausgeglichenen Haushaltsplan zu erreichen und die Todesstrafeneinsprueche zu limitieren.",1,0.92343925,10,8,2,-1,1,8,0,8,"Er stimmte für das Schulgebet, die Verhängung von Strafschadensersatzpreisen, die Änderung der US-Verfassung, um einen ausgeglichenen Haushalt zu verlangen, und die Begrenzung der Todesurteil-Appelle.",1,1,7,7,0,-1,1,7,0,7
We should prohibit subprime lending,Wir sollten Subprime-Kreditvergabe verbieten,"Therefore, a high ownership ratio combined with an increased rate of subprime lending may signal higher debt levels associated with bubbles.",1,0.833333333,1,"Deshalb, ein groeserer Eigentuemerratio, verbunden mit einem erhoehten Kurs von subprime  Darlehensvergabe koennte hoehere Verschuldung signalisieren, verbunden mit Spekulationsblasen.",1,0.708936823,10,6,4,1,1,6,6,0,"Daher kann eine hohe Eigentumsquote in Verbindung mit einem erhöhten Zinssatz für Subprime-Kredite höhere Schuldenstände signalisieren, die mit Blasen verbunden sind.",1,0.851089117,10,8,2,1,1,8,8,0
We should prohibit subprime lending,Wir sollten Subprime-Kreditvergabe verbieten,A group of more than 3500 students and former students called the ITT Tech Warriors have protested that they received a subprime education and called for debt forgiveness .  ,0,0,0,"Eine Gruppe von mehr als 3500 Studenten und ehemaligen Studenten, die ITT Tech Warriors genannt werden, haben protestiert, dass sie eine Subprime-Bildung erhalten haben, und einen Schuldenerlass gefordert .  ",0,1,7,0,7,,,0,0,0,"Eine Gruppe von mehr als 3500 Studenten und ehemaligen Studenten namens ITT Tech Warriors haben protestiert, dass sie eine Subprime-Ausbildung erhalten und zur Schuldenvergebung aufgerufen haben.  ",0,0.564211406,10,3,7,1,1,3,3,0
We should protect animal welfare,Wir sollten den Tierschutz schützen,"Glimcher said that the decision was made before her term on the board and said: ""As a scientist, I strongly support the ethical and humane treatment of animals used in research...",1,0.9,1,"Glimcher sagte, die Entscheidung sei vor ihrer Amtszeit im Vorstand getroffen worden und sagte ""Als Wissenschaftlerin unterstütze ich nachdrücklich die ethische und humane Behandlung von Tieren, die in der Forschung verwendet werden...",1,0.795311353,10,7,3,1,1,7,7,0,"Glimcher sagte, dass die Entscheidung vor ihrer Amtszeit getroffen wurde und sagte: "" Als Wissenschaftler unterstütze ich nachdrücklich die ethische und humane Behandlung von Tieren, die in der Forschung verwendet werden ...",1,1,10,9,1,1,1,9,9,0
We should protect animal welfare,Wir sollten den Tierschutz schützen,Tong is an advocate for animal welfare and environmental conservation.,1,0.9,1,Tong ist Advokat fuer Tierschutz und Umweltschutz.,1,0.791342071,10,7,3,1,1,7,7,0,Tong ist ein Verfechter des Tierschutzes und der Erhaltung der Umwelt.,1,0.858955413,10,5,5,1,1,5,5,0
We should protect freedom of religion,Wir sollten die Religionsfreiheit schützen,Leaders of the French Protestant minority claim that freedom of religion was actually well protected in France and that cultural sensitivity and careful relationships with local authorities and other Christians could prevent most difficulties.  ,1,1,1,Leiter der franzoesichen evangelischen Minoritaet behaupten dass religioese Freiheit in Frankreich gut beschuetzt war und dass umsichtige Beziehungen mit mit den oertlichen Behoerden und anderen Christen die meisten Schwierikeiten verhindern koennten.,1,1,7,7,0,1,1,7,7,0,"Die Führer der französischen protestantischen Minderheit behaupten, die Religionsfreiheit sei in Frankreich tatsächlich gut geschützt, und kulturelle Sensibilität und sorgfältige Beziehungen zu den lokalen Behörden und anderen Christen könnten die meisten Schwierigkeiten verhindern.  ",1,1,7,7,0,1,1,7,7,0
We should protect freedom of religion,Wir sollten die Religionsfreiheit schützen,"The latter stance was taken in a U.S. presidential executive order issued in May 2017 in which President Trump held that ""the United States Constitution enshrines and protects the fundamental right to religious liberty as Americans' first freedom.""",1,1,1,"Letztere Haltung wurde in einer Executive Order des US-Präsidenten vom Mai 2017 eingenommen, in der Präsident Trump feststellte, dass ""die Verfassung der Vereinigten Staaten das Grundrecht auf Religionsfreiheit als erste Freiheit der Amerikaner festschreibt und schützt"".",1,1,7,7,0,1,1,7,7,0,"Der letztgenannte Standpunkt wurde in einer im Mai 2017 veröffentlichten US-Präsidialverordnung getroffen, in der Präsident Trump feststellte, dass ""die Verfassung der Vereinigten Staaten das Grundrecht auf Religionsfreiheit als die erste Freiheit der Amerikaner verankert und schützt"".",1,1,10,10,0,,,10,10,0
We should subsidize Anti-diabetic medication,Wir sollten Anti-Diabetiker-Medikamente subventionieren,"In 1973 the firm developed process technology to make the anti-diabetic drug glibenclamide, while in 1977 the firm launched Dexona-20, which was a concentrated form of the anti-inflammatory drug dexamethasone.  ",0,0.166666667,0,"1973 entwickelte die Firma eine Verfahrenstechnik zur Herstellung des Antidiabetikums Glibenclamid, während 1977 Dexona-20, eine konzentrierte Form des entzündungshemmenden Medikaments Dexamethason, auf den Markt kam.",0,1,7,0,7,,,0,0,0,"Im Jahre 1973 entwickelte die Firma Verfahrenstechnik, um das antidiabetische Medikament Glibenclamid zu machen, während 1977 die Firma Dexona-20 lancierte, die eine konzentrierte Form des entzündungshemmenden Arzneimittels Dexamethason war.  ",0,1,9,0,9,,,0,0,0
We should subsidize Anti-diabetic medication,Wir sollten Anti-Diabetiker-Medikamente subventionieren,The Okinawan bitter melon is proven to have some anti-diabetic effects.,0,0,0,"Es ist bewiesen, dass die bittere Melone aus Okinawa eine ant-Diabetes Wirkkraft hat. ",0,1,7,0,7,,,0,0,0,Die Okinawan-Bittermelone hat nachweislich einige anti-diabetische Effekte.,0,1,7,0,7,,,0,0,0
We should subsidize adult learners,Wir sollten erwachsene Lernende subventionieren,The Maimonides Schools for Jewish Studies offers classes in Jewish studies for adult learners in the Greater Toronto Area.,0,0.3,1,Die Maimonides-Schulen für Jüdische Studien bieten im Großraum Toronto Unterricht in Jüdischen Studien für erwachsene Lernende an.,0,1,11,1,10,,,1,0,1,Die Maimonides-Schulen für Jüdische Studien bieten Unterricht in jüdischen Studien für erwachsene Lernende in der Greater Toronto Area.,0,1,7,0,7,,,0,0,0
We should subsidize adult learners,Wir sollten erwachsene Lernende subventionieren,"For example, Hansman shows how adult learners discover, shape, and make explicit their own knowledge through situated learning within a community of practice.",0,0.5,1,"Zum Beispiel, Hansman  zeigt wie erwachsene Lernende entdecken, gestalten und  eindeutig ihr eigenes Wissen durch Lernen innerhalb einer Gruppe Menschen mit gleichen Interessen, vervollkomnen.",0,0.724742951,10,4,6,,,4,4,0,"Zum Beispiel zeigt Hansman, wie erwachsene Lerner durch situiertes Lernen innerhalb einer Praxisgemeinschaft ihr Wissen entdecken, gestalten und explizit ihr eigenes Wissen vermitteln.",0,0.835070361,10,3,7,,,3,3,0
We should subsidize financial advisors,Wir sollten Finanzberater subventionieren,The National Society of Certified Healthcare Business Consultants (NSCHBC) is the largest professional society in the United States for persons and firms who provide practice management and financial consulting services to the healthcare industry.,0,0,0,"Die National Society of Certified Business Consultants (NSCHBC) ist die groesste professionelle Gesellschaft in den Vereinigten Staaten fuer Personen und Firmen, die Trainingsmanagement und Finanzberatung fuer das Gesundheitswesen anbieten.",0,1,7,0,7,,,0,0,0,"Die National Society of Certified Healthcare Business Consultants (NSCHBC) ist die größte Berufsgesellschaft in den Vereinigten Staaten für Personen und Unternehmen, die in der Gesundheitsbranche praxisorientierte Management-und Finanzberatungsleistungen erbringen.",0,0.834674804,10,1,9,,,1,1,0
We should subsidize financial advisors,Wir sollten Finanzberater subventionieren,It also provides back office support to financial advisors .  ,0,0,0,Es bietet auch Back-Office-Unterstützung für Finanzberater .,0,0.961708024,11,1,10,,,1,1,0,Darüber hinaus unterstützt sie Finanzberatern im Büro.  ,0,0.85159469,10,1,9,,,1,1,0
We should subsidize medical schools,Wir sollten medizinische Schulen subventionieren,"The study's authors argued that medical schools should encourage students to contribute to Wikipedia, both to improve the quality of its content and to enable students to become better health care educators .  ",0,0.2,0,"Die Autoren der Studie argumentierten, dass medizinische Fakultäten Studenten dazu ermutigen sollten, Beiträge zu Wikipedia zu leisten, um sowohl die Qualität des Inhalts zu verbessern als auch die Studenten in die Lage zu versetzen, bessere Ausbilder im Gesundheitswesen zu werden.  ",0,0.643296825,11,3,8,1,1,3,3,0,"Die Autoren der Studie argumentierten, dass medizinische Schulen die Studenten ermutigen sollten, zur Wikipedia beizutragen, und zwar sowohl, um die Qualität ihrer Inhalte zu verbessern, als auch um den Schülern die Möglichkeit zu geben, bessere Pädagogen für die Gesundheit zu werden.  ",0,0.539839576,10,5,5,1,1,5,5,0
We should subsidize medical schools,Wir sollten medizinische Schulen subventionieren,"There are 3 main health servicing buildings (Building 1, Queen Sirikit Building, and Somdech Phra Debaratana Building) on the medical school campus which serve at least 5,000 out-patient visits per day and in-patients with more than 1,000 beds for tertiary medical care.",0,0.181818182,0,"Es gibt 3 Hauptgebaeude des Gesundheitsdienstes (Gebaeude 1 Koenigin Sirikit Gebaeude und Somdech Phra Debaratan Gebaeude) auf dem Gelaende der medizinischen Hochschule, die mindestens 5,000  ambulanten Patienten pro Tag behandeln und mehr als 1,000 Betten fuer stationaere Patienten die spezielle medizischine Behandlung brauchen.",1,0.582950651,10,5,5,1,1,5,5,0,"Auf dem Campus der Medizinischen Schule befinden sich 3 Hauptgebäude (Gebäude 1, Queen Sirikit Building und Somdech Phra Debaratana Building), die mindestens 5.000 ambulante Besuche pro Tag und bei Patienten mit mehr als 1.000 Betten für die tertiäre medizinische Versorgung betreuen.",1,0.52400298,10,6,4,1,1,6,6,0
We should subsidize open access journals,Wir sollten Open-Access-Zeitschriften subventionieren,"In 2015, Alliance Rail Holdings, a company that formulates and implements open access rail proposals, was awarded the right to begin running six regular daily passenger services between Blackpool and London, to be operated by open access operator Grand Central using specially built EMUs.",0,0.176470588,1,"Im Jahr 2015 erhielt Alliance Rail Holdings, ein Unternehmen, das Open-Access-Eisenbahnvorschläge formuliert und umsetzt, das Recht, sechs reguläre tägliche Personenliniendienste zwischen Blackpool und London zu betreiben, die vom Open-Access-Betreiber Grand Central unter Verwendung speziell gebauter WWUs betrieben werden sollen.",0,0.788565234,10,3,7,,,3,3,0,"Im Jahr 2015 wurde Alliance Rail Holdings, ein Unternehmen, das Open-Access-Rail-Vorschläge formuliert und umsetzt, das Recht erhalten, sechs regelmäßige tägliche Passagierdienste zwischen Blackpool und London zu starten, die von Open Access-Betreiber Grand Central mit eigens gebauten EMUs betrieben werden.",0,1,9,0,9,,,0,0,0
We should subsidize open access journals,Wir sollten Open-Access-Zeitschriften subventionieren,"According to some views, ""ICTV should also promote the use of a public database to replace the ICTV database as a store of the primary metadata of individual viruses, and should publish abstracts of the ICTV Reports in that database, so that they are 'Open Access'."" .",1,0.571428571,1,"Laut einiger Meinungen, sollte ICTV auch die Nutzung oeffentlicher Datenbanken foerdern um die ICTV Datenbanken als Speicher der primaren Metadata individueller Viren zu ersetzen und Zusamenfassungen der ICTV Berichte in dieser Datenbank veroeffentlichen, so dass sie ""oeffentlich verfuegba""r sind .",0,0.928101021,10,1,9,,,1,1,0,"Einigen Ansichten zufolge sollte das ""ICTV auch die Nutzung einer öffentlichen Datenbank fördern, um die ICTV-Datenbank als Speicher der primären Metadaten einzelner Viren zu ersetzen, und die Abstracts der ICTV-Berichte in dieser Datenbank veröffentlichen, so dass sie"" Open Access ""sind."".",0,0.8676596,10,2,8,1,1,2,2,0
