topic_EN,topic_IT,argument_IT,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
Social media brings more harm than good,I social media portano più danni che buoni,"in  media   per ottenere  visibilità usano o mettono l'enfasi sulle brutte notizie , questo comporta che le persone vedono solo gli aspetti negativi e ne sono influenzati, creando confusione o disinformazione.",1,1,10,0,0,10,0.647231993,9,3,6
Social media brings more harm than good,I social media portano più danni che buoni,"in tempi straordinari come questi (pandemia da covid-19) con la necessità di mantenere le distanze sociali, sono indispensabili per mantenere rapporti umani.",-1,0.950192294,10,8,2,0,1,6,1,5
Social media brings more harm than good,I social media portano più danni che buoni,"io credo che i social media spingano le persone a essere drogati da like visualizzazioni e quant'altro, non e' piu' vita quella attaccata a un telefono o a un pc 24 ore su 24 e senza reali interazioni sociali",1,1,10,0,0,10,0.611149727,9,3,6
Social media brings more harm than good,I social media portano più danni che buoni,"ritengo che al giorno d'oggi i social media portino più svantaggi che vantaggi in quanto non ci sono delle leggi che li regolamentino, pertanto chiunque si sente legittimato a dire e fare la qualunque.",1,1,10,0,0,10,0.83385747,9,3,6
Social media brings more harm than good,I social media portano più danni che buoni,si perchè l'abuso che se ne fa in questi tempi porta l'individuo a creare una dipendenza da esso.,1,1,10,0,0,10,1,5,0,5
Social media brings more harm than good,I social media portano più danni che buoni,"spesso è vero, genera bullismo e rabbia repressa.",1,1,11,0,0,11,0.389443925,8,5,3
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Alcune persone potrebbero sentirsi più tranquille nell'assumere qualcuno che conoscono e di cui si fidano.,-1,1,5,5,0,0,0.802772173,5,2,3
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Chi può permettersi l'avvocato privato ha il diritto di pagare per ottenere maggiori possibilità di vincere una causa.,-1,0.613695212,10,6,0,4,0.777783376,7,2,5
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,"Chiunque non possa permettersi un legale, ha diritto ad un difensore pubblico.",1,1,10,0,0,10,0.304744599,7,4,3
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Ci sono persone che non possono permettersi difensori e avvocati privati e in questo modo si potrebbe evitare che ci ha più denaro possa scegliere gli avvocati migliori,1,0.905484483,10,1,0,9,0.938756135,9,2,7
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Con difensori pubblici si avrebbe tutti la stessa difesa eliminindo quelle differenze che creano ingiustizie sociali,1,1,5,0,0,5,0.928946471,5,1,4
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Con un uso consapevole la criminalità potrebbe diminuire.,1,0.903390238,10,0,1,9,0.040279075,9,7,2
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Devo poter scegliere chi ritengo maggiormente adeguato,-1,0.955979947,10,9,0,1,0.332053232,5,3,2
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,"Difensori pubblici sono d'accordo che dovrebbero essere obbligatori , per aiutare la comunita e difenderla da fattori criminali e di ordine pubblico",1,1,5,0,0,5,0.291715289,5,4,1
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,E giusto che lo stato provveda a dare le difesa legale gratuita perchè tutti hanno diritto a difendersi,1,0.896495092,10,1,0,9,0.810518985,6,1,5
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,I difensori d'ufficio troppo spesso sono nominati contro gli interessi di chi dovrebbero difendere. Non essendo pagati direttamente non hanno la stessa motivazione nel difendere realmente il proprio assistito.,-1,1,10,10,0,0,0.380551351,9,5,4
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,I difensori di ufficio devono essere obbligatorio perché sono molto importanti per chi non può permettersi un avvocato. E' diritto di tutto di potersi difendere.,1,1,11,0,0,11,1,8,0,8
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,I difensori pubblici sono un utile sistema di difesa per la comunità,1,1,10,0,0,10,0.810518985,6,1,5
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,I pubblici difensori aiutano il corso del processo ed agevolano in maniera eccellente la ricostruzione dei fatti e la ricerca della giustizia.,1,1,10,0,0,10,0.613271966,8,3,5
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Il cittadino deve poter scegliere il proprio legale onde evitare ingerenze dello Stato laddove possano esserci dubbi che il difensore pubblico possa non garantire imparzialità di trattamento.,-1,1,10,10,0,0,1,6,0,6
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Il difensore pubblico deve essere obbligatorio nel caso in cui un cittadino non possa permettersi un avvocato. Ciò perché tutti gli uomini sono uguali davanti alla legge e hanno pari diritto alla difesa.,1,1,5,0,0,5,1,5,0,5
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Il difensore pubblico non deve essere obbligatorio perché ognuno ha diritto di scegliere se e come difendersi e perché se non si può pagare non è giusto usufruire del servizio,-1,1,10,10,0,0,0.937693486,7,1,6
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,"Il diritto alla difesa è assolutamente essenziale per tutelare i diritti degli imputati. Se questi non sono in grado di pagarsi l'avvocato, è giusto che ne ottengano uno d'ufficio.",1,1,5,0,0,5,1,5,0,5
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,In caso di delitti molto gravi e dove non ci sono dubbi sul colpevole si potrebbe anche evitare di avere una avvocato difensore e un processo.,-1,0.807032197,10,8,0,2,0.58022862,8,5,3
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,L'avvocato d'ufficio potrebbe essere imparziale o comunque prevenuto.,1,0.496579268,10,4,1,5,0,8,8,0
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,L'impiego dei difensori d'ufficio dovrebbe essere obbligatorio per tutelare in uno Stato civile anche chi non è grado di permettersi economicamente la difesa ad un processo.,1,1,10,0,0,10,0.865160727,9,1,8
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,"L'obbligatorietà di pubblici difensori permetterebbe a tutti, senza discriminazioni economiche e di censo, di avere un legale statale di garantire maggiore trasparenza e uguaglianza di trattamento.",1,1,10,0,0,10,1,6,0,6
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,"L'obbligo di ricorrere alla difesa pubblica garantirebbe un pari trattamento di tutti i cittadini da parte della legge, senza distinzione di ceto sociale e disponibilità economica.",1,1,10,0,0,10,1,5,0,5
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,L'uso degli avvocati d'ufficio dovrebbe essere obbligatorio per garantire la tutela in sede legale anche degli imputati meno abbienti.,1,1,10,0,0,10,0.414139159,9,3,6
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,L'uso degli avvocati d'ufficio non dovrebbe essere obbligatorio perchè talvolta rappresentano uno spreco di risorse pubbliche specie nei casi di imputati la cui colpevolezza è assodata in partenza.,-1,1,10,10,0,0,1,6,0,6
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,L'uso di difensori pubblici dovrebbe essere obbligatorio per garantire la difesa di tutti anche dei più poveri e sfortunati.,1,1,10,0,0,10,1,5,0,5
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,"L'uso di difensori pubblici dovrebbe essere obbligatorio per garantire la difesa di tutti, anche dei soggetti che non hanno possibilità di pagare un professionista per le propria difesa.",1,1,10,0,0,10,0.765158748,9,2,7
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,"L'uso di difensori pubblici non dovrebbe essere obbligatorio in quanto costa allo Stato troppo, tante volte per soggetti che non si meritano assolutamente di essere difesi.",-1,1,10,10,0,0,0.815626349,8,3,5
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,L'uso di difensori pubblici non dovrebbe essere obbligatorio perché è un servizio e quindi dovrebbe essere garantito solo a chi può permetterselo,-1,1,10,10,0,0,0.438718335,9,7,2
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,L'utilizzo dei difensori pubblici non dovrebbe essere obbligatorio in quanto certi reati gravi non dovrebbero passare per un giudizio.,-1,1,5,5,0,0,0.27652407,5,4,1
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,L'utilizzo di difensori pubblici dovrebbe essere obbligatorio per chi non può permetterselo.,1,1,10,0,0,10,0.44330436,8,4,4
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,"La giustizia dovrebbe essere uguale per tutti e non venir giudicati colpevoli o innocenti  in base alla fama e parcella dell'avvocato difensore..Soldi=assoluzione,  Poverta'=colpevolezza,.",1,1,10,0,0,10,1,7,0,7
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,La libertà umane non dovrebbero violare i diritti di scelta.,-1,0.904084503,10,9,1,0,0.507651815,7,4,3
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,La pubblica difesa potrebbe non essere idonea per tutti i casi.,-1,1,10,10,0,0,0,9,9,0
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Limiterebbe la possibilità di scelta e si crea un mercato dove i difensori sono sempre li stessi,-1,1,5,5,0,0,0.873825702,5,1,4
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Meglio essere assistiti da un proprio legale e non essere affidati ad un difensore pubblico!,-1,1,11,11,0,0,0.104881905,8,7,1
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,Nelle città siamo sempre meno sicuri e la polizia ha sempre meno potere e meno fondi per questo serve difendersi,1,0.595925327,10,0,4,6,0.036174712,9,7,2
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,No perchè i criminali conclamati e dove non ci sono dubbi non devono avere garanzie che poi vengono usate per falsare i processi o trarre vantaggi dal sistema stesso per approfittarsene.,-1,1,5,5,0,0,0.568239359,5,3,2
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,"Non è giusto che venga scelto da altri il difensore per se stessi, ognuno se può, deve poter provvedere da solo: è un rapporto fiduciario",-1,1,5,5,0,0,0.873825702,5,1,4
The use of public defenders should be mandatory,L'uso dei difensori pubblici dovrebbe essere obbligatorio,"Ogni cittadino ha diritto ad una difesa, poichè finchè non viene dimostrata la sua colpevolezza è solo un sospettato ed è giusto che si possa difendere.",1,1,10,0,0,10,0.854389932,5,1,4
